file_path	file_name	file_type	size_bytes	last_modified	likely_analysis	contains_required_columns	needs_manual_check	notes
data/processed/twas_input/ksd_2025_for_twas_variant_flags.tsv.gz	ksd_2025_for_twas_variant_flags.tsv.gz	gz	58343491	2026-06-17T11:56:41	TWAS/S-PrediXcan	yes	no	TWAS input, model, output, or resource audit
data/raw/gwas/2025_trans_ancestry/meta_sumstats	meta_sumstats	none	474439728	2026-06-16T22:38:30	GWAS/locus	no	yes	GWAS QC, lead SNP, locus reconstruction, or locus slice
data/raw/literature/2023_natcomm_gwas/supplementary_data_1_15.xlsx	supplementary_data_1_15.xlsx	xlsx	1817	2026-06-16T22:21:31	GWAS/locus	no	yes	GWAS QC, lead SNP, locus reconstruction, or locus slice
data/raw/literature/2025_natcomm_gwas/supplementary_data_2_loci.xls	supplementary_data_2_loci.xls	xls	1817	2026-06-16T22:21:33	GWAS/locus	no	yes	GWAS QC, lead SNP, locus reconstruction, or locus slice
data/raw/literature/2025_natcomm_gwas/supplementary_data_2_loci.xls.ua	supplementary_data_2_loci.xls.ua	ua	1817	2026-06-16T22:23:38	GWAS/locus	no	yes	GWAS QC, lead SNP, locus reconstruction, or locus slice
data/raw/literature/2025_natcomm_gwas/supplementary_data_5_gene_mapping.xls	supplementary_data_5_gene_mapping.xls	xls	1816	2026-06-16T22:21:31	GWAS/locus	no	yes	GWAS QC, lead SNP, locus reconstruction, or locus slice
docs/coloc_run_plan.md	coloc_run_plan.md	md	1887	2026-06-17T17:03:10	coloc	no	yes	coloc slice, readiness table, script, or memo
docs/eqtl_resource_notes.md	eqtl_resource_notes.md	md	1340	2026-06-17T16:11:47	genetic_related	no	yes	genetic-stage supporting file
docs/figure2_legend_final.md	figure2_legend_final.md	md	1102	2026-06-21T21:58:11	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/figure2_legend_final_candidate.md	figure2_legend_final_candidate.md	md	805	2026-06-21T15:51:16	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/figure2_legend_phase19.md	figure2_legend_phase19.md	md	818	2026-06-22T15:01:52	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/figure2_legend_v0.1.md	figure2_legend_v0.1.md	md	1235	2026-06-18T10:14:06	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/figure2_legend_v0.2.md	figure2_legend_v0.2.md	md	1329	2026-06-18T11:27:26	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/figure2_legend_v0.3.md	figure2_legend_v0.3.md	md	1058	2026-06-18T11:50:58	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/figure2_legend_v0.4.md	figure2_legend_v0.4.md	md	669	2026-06-18T12:22:40	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/figure2_legend_v0.5.md	figure2_legend_v0.5.md	md	812	2026-06-18T15:57:14	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/figure2_legend_v0.6.md	figure2_legend_v0.6.md	md	1097	2026-06-18T17:09:29	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/figure2_legend_v0.7.md	figure2_legend_v0.7.md	md	764	2026-06-18T17:12:38	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/figure2_legend_v0.8.md	figure2_legend_v0.8.md	md	734	2026-06-18T17:41:26	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/figure2_legend_v0.9.md	figure2_legend_v0.9.md	md	765	2026-06-18T18:18:29	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/figure2a_manhattan_notes.md	figure2a_manhattan_notes.md	md	674	2026-06-21T15:50:59	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/gse231569_donor_level_magma_score_test_v0.1.md	gse231569_donor_level_magma_score_test_v0.1.md	md	188	2026-06-18T15:52:54	MAGMA	no	yes	MAGMA input, output, gene set, log, or script
docs/gse231569_magma_score_umap_resource_note_v0.1.md	gse231569_magma_score_umap_resource_note_v0.1.md	md	771	2026-06-18T11:46:27	MAGMA	no	yes	MAGMA input, output, gene set, log, or script
docs/magma_analysis_notes.md	magma_analysis_notes.md	md	6050	2026-06-17T11:54:22	MAGMA	no	yes	MAGMA input, output, gene set, log, or script
docs/phase25b_twas_real_run_memo.md	phase25b_twas_real_run_memo.md	md	1732	2026-06-23T22:33:41	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
docs/phase25c_spredixcan_kidney_cortex_real_run_memo.md	phase25c_spredixcan_kidney_cortex_real_run_memo.md	md	2206	2026-06-23T22:33:40	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
docs/phase25d_twas_claim_boundary_memo.md	phase25d_twas_claim_boundary_memo.md	md	524	2026-06-23T22:58:55	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
docs/phase25d_twas_hardening_plan.md	phase25d_twas_hardening_plan.md	md	639	2026-06-23T22:58:55	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
docs/phase25d_twas_reliability_summary.md	phase25d_twas_reliability_summary.md	md	542	2026-06-23T22:58:55	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
docs/phase27_smr_coloc_completion_memo_v0.1.md	phase27_smr_coloc_completion_memo_v0.1.md	md	1431	2026-06-24T09:42:45	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
docs/phase27b_docker_smr_completion_memo_v0.1.md	phase27b_docker_smr_completion_memo_v0.1.md	md	1204	2026-06-24T10:38:19	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
docs/phase27b_rescue_smr_portal_feasibility_note_v0.1.md	phase27b_rescue_smr_portal_feasibility_note_v0.1.md	md	721	2026-06-24T10:23:58	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
docs/phase27b_smr_heidi_kidney_cortex_memo_v0.1.md	phase27b_smr_heidi_kidney_cortex_memo_v0.1.md	md	1585	2026-06-24T10:08:31	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
docs/phase2c_smr_coloc_prep_notes.md	phase2c_smr_coloc_prep_notes.md	md	1226	2026-06-17T16:32:20	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
docs/phase2d_p1_gene_evidence_notes.md	phase2d_p1_gene_evidence_notes.md	md	2668	2026-06-17T16:58:54	candidate_gene	no	yes	candidate gene table or prior P1 support file
docs/phase32_p1_candidate_selection_note_v0.1.md	phase32_p1_candidate_selection_note_v0.1.md	md	1989	2026-06-25T17:37:48	candidate_gene	no	yes	candidate gene table or prior P1 support file
docs/revision/stage2_genetic/gwas_loci_reconciliation_blocker.md	gwas_loci_reconciliation_blocker.md	md	886	2026-06-25T21:54:05	GWAS/locus	no	yes	GWAS QC, lead SNP, locus reconstruction, or locus slice
docs/revision/stage2_genetic/twas_proxy_interpretation_memo.md	twas_proxy_interpretation_memo.md	md	540	2026-06-25T21:54:05	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
docs/smr_coloc_resource_blocker_memo.md	smr_coloc_resource_blocker_memo.md	md	249	2026-06-18T16:04:12	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
docs/supplementary_figure_s6_legend_v0.1.md	supplementary_figure_s6_legend_v0.1.md	md	1640	2026-06-23T23:28:23	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/supplementary_figure_s6_legend_v0.2.md	supplementary_figure_s6_legend_v0.2.md	md	1782	2026-06-23T23:41:46	figure_source	no	yes	Figure 2 or Supplementary Figure S6 source/support
docs/supplementary_figure_twas_plan_v0.1.md	supplementary_figure_twas_plan_v0.1.md	md	603	2026-06-23T22:58:55	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
docs/twas_final_number_lock_v0.1.md	twas_final_number_lock_v0.1.md	md	1204	2026-06-23T23:28:22	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
docs/twas_harmonization_notes.md	twas_harmonization_notes.md	md	1705	2026-06-17T15:34:32	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
docs/twas_input_notes.md	twas_input_notes.md	md	2321	2026-06-17T11:57:22	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
docs/twas_resource_acquisition_log.md	twas_resource_acquisition_log.md	md	2488	2026-06-17T16:18:41	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
docs/twas_resource_blocker_memo.md	twas_resource_blocker_memo.md	md	396	2026-06-18T16:03:14	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
docs/twas_resource_manifest.md	twas_resource_manifest.md	md	1134	2026-06-17T15:31:20	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
external/magma/CHANGELOG	CHANGELOG	none	6842	2022-01-10T19:11:15	MAGMA	no	yes	MAGMA input, output, gene set, log, or script
external/magma/README	README	none	1024	2022-01-10T19:20:42	MAGMA	no	yes	MAGMA input, output, gene set, log, or script
external/magma/magma	magma	none	2987064	2022-01-10T20:43:52	MAGMA	no	yes	MAGMA input, output, gene set, log, or script
external/magma/manual_v1.10.pdf	manual_v1.10.pdf	pdf	526190	2022-01-11T06:16:42	MAGMA	no	yes	MAGMA input, output, gene set, log, or script
external/reference/1000G_EUR/README	README	none	1212	2018-09-18T06:24:58	reference	no	yes	LD reference or gene location reference
external/reference/1000G_EUR/g1000_eur.bed	g1000_eur.bed	bed	2855798067	2018-03-29T17:49:28	reference	no	yes	LD reference or gene location reference
external/reference/1000G_EUR/g1000_eur.bim	g1000_eur.bim	bim	658724714	2018-03-29T17:49:33	reference	no	yes	LD reference or gene location reference
external/reference/1000G_EUR/g1000_eur.fam	g1000_eur.fam	fam	12575	2018-03-29T17:49:30	reference	no	yes	LD reference or gene location reference
external/reference/1000G_EUR/g1000_eur.synonyms	g1000_eur.synonyms	synonyms	86161259	2018-09-18T06:18:59	reference	no	yes	LD reference or gene location reference
external/reference/gene_loc/NCBI37.3.gene.loc	NCBI37.3.gene.loc	loc	687719	2016-05-25T18:17:04	reference	no	yes	LD reference or gene location reference
external/smr/bin/smr	smr	none	2891600	2026-04-13T22:17:13	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr-1.4.1-linux-x86_64/smr	smr	none	82033144	2026-04-13T19:15:35	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr-1.4.1-linux-x86_64.zip	smr-1.4.1-linux-x86_64.zip	zip	81460926	2026-06-24T09:51:42	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr-1.4.1-macOS-arm64/libs/libfmt.12.1.0.dylib	libfmt.12.1.0.dylib	dylib	194496	2026-04-13T22:17:13	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr-1.4.1-macOS-arm64/libs/libomp.dylib	libomp.dylib	dylib	755024	2026-04-13T22:17:13	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr-1.4.1-macOS-arm64/libs/libz.1.3.1.dylib	libz.1.3.1.dylib	dylib	124624	2026-04-13T22:17:13	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr-1.4.1-macOS-arm64/smr	smr	none	2891600	2026-04-13T22:17:13	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr-1.4.1-macOS-arm64.zip	smr-1.4.1-macOS-arm64.zip	zip	1493755	2026-06-24T10:02:08	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/.DS_Store	.DS_Store	none	6148	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/.clang-format	.clang-format	none	9084	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/.clangd	.clangd	none	2101	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/.claude/skills/smr-codebase/SKILL.md	SKILL.md	md	10527	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/.gitattributes	.gitattributes	none	527	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/.gitignore	.gitignore	none	42	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/CMakeLists.txt	CMakeLists.txt	txt	6926	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/ChangeLog	ChangeLog	none	169	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/LICENSE	LICENSE	none	18092	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/Makefile	Makefile	none	722	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/README.md	README.md	md	2099	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/cmake/CPM.cmake	CPM.cmake	cmake	42149	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/cmake/SMRMKL.cmake	SMRMKL.cmake	cmake	4059	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/cmake/hpc-toolchain.cmake	hpc-toolchain.cmake	cmake	260	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/docs/build.md	build.md	md	0	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/docs/changlog.txt	changlog.txt	txt	975	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/resources/smr.desktop	smr.desktop	desktop	80	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/resources/smr.png	smr.png	png	12609	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/resources/smr.svg	smr.svg	svg	3279	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/scripts/hpc/build.sh	build.sh	sh	3185	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/scripts/local/build.sh	build.sh	sh	1630	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/CommFunc.cpp	CommFunc.cpp	cpp	11959	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/CommFunc.hpp	CommFunc.hpp	hpp	4626	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/SMR.cpp	SMR.cpp	cpp	49101	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/SMR.hpp	SMR.hpp	hpp	6590	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/SMR_data.cpp	SMR_data.cpp	cpp	337265	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/SMR_data.hpp	SMR_data.hpp	hpp	21125	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/SMR_data_p1.cpp	SMR_data_p1.cpp	cpp	231651	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/SMR_data_p1.hpp	SMR_data_p1.hpp	hpp	6901	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/SMR_data_p2.cpp	SMR_data_p2.cpp	cpp	140203	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/SMR_data_p2.hpp	SMR_data_p2.hpp	hpp	1250	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/SMR_data_p3.cpp	SMR_data_p3.cpp	cpp	156207	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/SMR_data_p3.hpp	SMR_data_p3.hpp	hpp	1362	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/SMR_plot.cpp	SMR_plot.cpp	cpp	93200	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/SMR_plot.hpp	SMR_plot.hpp	hpp	2340	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/StatFunc.cpp	StatFunc.cpp	cpp	21028	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/StatFunc.hpp	StatFunc.hpp	hpp	3790	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/StrFunc.cpp	StrFunc.cpp	cpp	10768	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/StrFunc.hpp	StrFunc.hpp	hpp	3115	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/bfile.cpp	bfile.cpp	cpp	56246	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/bfile.hpp	bfile.hpp	hpp	4088	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/config.h	config.h	h	73	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/error_codes.hpp	error_codes.hpp	hpp	91	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/mmap_read.cpp	mmap_read.cpp	cpp	1082	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/mmap_read.hpp	mmap_read.hpp	hpp	1380	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/perf_timer.cpp	perf_timer.cpp	cpp	2245	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/src/perf_timer.hpp	perf_timer.hpp	hpp	592	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/third_party/dcdflib/cdflib.h	cdflib.h	h	3840	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/third_party/dcdflib/dcdflib.c	dcdflib.c	c	229937	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/third_party/dcdflib/dcdflib.h	dcdflib.h	h	898	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src/SMR-main/third_party/dcdflib/ipmpar.c	ipmpar.c	c	9407	2026-04-13T21:32:07	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/bin/smr_v1.4.1_src.zip	smr_v1.4.1_src.zip	zip	306042	2026-06-24T10:06:28	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/gtex_v8_cis_eqtl/Kidney_Cortex/Kidney_Cortex/Kidney_Cortex.besd	Kidney_Cortex.besd	besd	2453467808	2021-10-26T15:57:37	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/gtex_v8_cis_eqtl/Kidney_Cortex/Kidney_Cortex/Kidney_Cortex.epi	Kidney_Cortex.epi	epi	927654	2021-10-26T15:57:39	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/gtex_v8_cis_eqtl/Kidney_Cortex/Kidney_Cortex/Kidney_Cortex.esi	Kidney_Cortex.esi	esi	290070729	2021-10-26T15:57:42	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/gtex_v8_cis_eqtl/Kidney_Cortex/Kidney_Cortex.besd	Kidney_Cortex.besd	besd	2453467808	2021-10-26T15:57:37	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/gtex_v8_cis_eqtl/Kidney_Cortex/Kidney_Cortex.epi	Kidney_Cortex.epi	epi	927654	2021-10-26T15:57:39	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/gtex_v8_cis_eqtl/Kidney_Cortex/Kidney_Cortex.esi	Kidney_Cortex.esi	esi	290070729	2021-10-26T15:57:42	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/gtex_v8_cis_eqtl/Kidney_Cortex/Kidney_Cortex.zip	Kidney_Cortex.zip	zip	836131833	2026-06-24T09:54:39	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/smr/gtex_v8_cis_eqtl/Kidney_Cortex/Kidney_Cortex.zip.md5sum	Kidney_Cortex.zip.md5sum	md5sum	51	2026-06-24T09:51:19	SMR/HEIDI	no	yes	SMR/HEIDI resource, script, memo, or output
external/twas/.DS_Store	.DS_Store	none	10244	2026-06-25T21:26:46	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
external/twas/manifests/twas_resource_manifest.tsv	twas_resource_manifest.tsv	tsv	2349	2026-06-17T15:31:36	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
external/twas/manifests/twas_resource_manifest_v2.tsv	twas_resource_manifest_v2.tsv	tsv	11534	2026-06-17T16:14:16	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
external/twas/predixcan/.DS_Store	.DS_Store	none	10244	2026-06-25T21:26:46	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
external/twas/predixcan/metaxcan_venv/.DS_Store	.DS_Store	none	6148	2026-06-25T21:26:46	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
external/twas/predixcan/metaxcan_venv/bin/Activate.ps1	Activate.ps1	ps1	8834	2026-06-23T21:59:46	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
external/twas/predixcan/metaxcan_venv/bin/activate	activate	none	2025	2026-06-23T21:59:46	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
external/twas/predixcan/metaxcan_venv/bin/activate.csh	activate.csh	csh	974	2026-06-23T21:59:46	TWAS/S-PrediXcan	no	yes	TWAS input, model, output, or resource audit
