record_type	packaging_source_file	module_name	n_paired_patients	n_samples_used	model_formula	group_coefficient	standard_error	t_statistic	p_value	fdr_bh_across_modules	direction	interpretation	notes	signature_name	fdr_bh_across_signatures	adjustment_model	covariates_included	base_group_coefficient	adjusted_group_coefficient	coefficient_change_percent	base_p_value	adjusted_p_value	base_fdr	adjusted_fdr_within_model_family	attenuation_class	analysis_level	n_observations	correlation_method	correlation	fdr_bh	base_support_class	dominant_correlated_tissue_state_signatures	adjustment_result_summary	final_bulk_interpretation	allowed_claim	not_allowed_claim
tissue_state_paired_model	results/tables/phase5_step3_tissue_state_paired_model_results.tsv		26	52	signature_score ~ group_binary + factor(patient_id)	0.176965615050732	0.185812596929947	0.952387609745582	0.350018475312641		no_clear_shift	no_clear_shift	Patient fixed-effect paired proxy-score model; not a cell-fraction model.	fibroblast_stromal_ECM	0.437523094140801																					
tissue_state_paired_model	results/tables/phase5_step3_tissue_state_paired_model_results.tsv		26	52	signature_score ~ group_binary + factor(patient_id)	0.135487785191698	0.163996019839294	0.826165082082285	0.416525688178827		no_clear_shift	no_clear_shift	Patient fixed-effect paired proxy-score model; not a cell-fraction model.	fibrosis_remodeling	0.462806320198697																					
tissue_state_paired_model	results/tables/phase5_step3_tissue_state_paired_model_results.tsv		26	52	signature_score ~ group_binary + factor(patient_id)	0.255885171716141	0.185419135461096	1.38003648372004	0.179793065056788		no_clear_shift	no_clear_shift	Patient fixed-effect paired proxy-score model; not a cell-fraction model.	endothelial_proxy	0.359586130113577																					
tissue_state_paired_model	results/tables/phase5_step3_tissue_state_paired_model_results.tsv		26	52	signature_score ~ group_binary + factor(patient_id)	0.212529221293785	0.126940903543269	1.67423750234567	0.106551146343847		no_clear_shift	no_clear_shift	Patient fixed-effect paired proxy-score model; not a cell-fraction model.	immune_proxy	0.266377865859617																					
tissue_state_paired_model	results/tables/phase5_step3_tissue_state_paired_model_results.tsv		26	52	signature_score ~ group_binary + factor(patient_id)	0.291677965562231	0.118461023068483	2.4622273048715	0.0210494675408849		positive_disease_context_shift	positive_disease_context_shift	Patient fixed-effect paired proxy-score model; not a cell-fraction model.	mineralization_remodeling_proxy	0.105247337704424																					
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_Bonferroni	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_injury_KIM1_LCN2_like	injury_KIM1_LCN2_like	0.17423017748957	0.0515728844458155	-70.3995684393406	0.0570355001806448	0.581143420167143	0.071294375225806	0.726429275208929	strongly_attenuated											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_FDR05	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_injury_KIM1_LCN2_like	injury_KIM1_LCN2_like	0.172126461072211	0.0692566088134295	-59.7641127447716	0.0384243004957732	0.421552385263093	0.071294375225806	0.726429275208929	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_suggestive_p1e4	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_injury_KIM1_LCN2_like	injury_KIM1_LCN2_like	0.173421603305168	0.0661768465068685	-61.8404828201145	0.0492445152631739	0.47253085302275	0.071294375225806	0.726429275208929	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top100	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_injury_KIM1_LCN2_like	injury_KIM1_LCN2_like	0.169086129009649	0.0504877628699037	-70.1408015159998	0.0538124781711585	0.571342457136262	0.071294375225806	0.726429275208929	strongly_attenuated											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top50	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_injury_KIM1_LCN2_like	injury_KIM1_LCN2_like	0.170412678077428	0.0260575094024567	-84.7091720543132	0.0823578410385841	0.790014586032199	0.0823578410385841	0.790014586032199	strongly_attenuated											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_Bonferroni	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_Loop_TAL_transport_proxy	Loop_TAL_transport_proxy	0.17423017748957	0.190728640037418	9.46934841344349	0.0570355001806448	0.0152061476742071	0.071294375225806	0.0253435794570118	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_FDR05	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_Loop_TAL_transport_proxy	Loop_TAL_transport_proxy	0.172126461072211	0.181963459772997	5.71498341365374	0.0384243004957732	0.02226478602263	0.071294375225806	0.0265942159288773	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_suggestive_p1e4	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_Loop_TAL_transport_proxy	Loop_TAL_transport_proxy	0.173421603305168	0.184742535344575	6.52798257174753	0.0492445152631739	0.0265942159288773	0.071294375225806	0.0265942159288773	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top100	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_Loop_TAL_transport_proxy	Loop_TAL_transport_proxy	0.169086129009649	0.184791529813509	9.28840283697317	0.0538124781711585	0.0143213911373449	0.071294375225806	0.0253435794570118	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top50	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_Loop_TAL_transport_proxy	Loop_TAL_transport_proxy	0.170412678077428	0.192923372508774	13.2095186140542	0.0823578410385841	0.00730454207671244	0.0823578410385841	0.0253435794570118	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_Bonferroni	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_fibroblast_stromal_ECM	fibroblast_stromal_ECM	0.17423017748957	0.134070017140197	-23.0500599425589	0.0570355001806448	0.104474533118583	0.071294375225806	0.130593166398228	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_FDR05	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_fibroblast_stromal_ECM	fibroblast_stromal_ECM	0.172126461072211	0.128743092844497	-25.2043572832849	0.0384243004957732	0.0656630365941844	0.071294375225806	0.130593166398228	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_suggestive_p1e4	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_fibroblast_stromal_ECM	fibroblast_stromal_ECM	0.173421603305168	0.126813665122953	-26.875508756657	0.0492445152631739	0.0859271515748409	0.071294375225806	0.130593166398228	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top100	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_fibroblast_stromal_ECM	fibroblast_stromal_ECM	0.169086129009649	0.130245022238317	-22.9711963948951	0.0538124781711585	0.0984754756251341	0.071294375225806	0.130593166398228	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top50	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_fibroblast_stromal_ECM	fibroblast_stromal_ECM	0.170412678077428	0.14710480011491	-13.6773145199492	0.0823578410385841	0.132505800100819	0.0823578410385841	0.132505800100819	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_Bonferroni	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_fibrosis_remodeling	fibrosis_remodeling	0.17423017748957	0.147365565263312	-15.4190351024963	0.0570355001806448	0.091548739879931	0.071294375225806	0.113464721446198	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_FDR05	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_fibrosis_remodeling	fibrosis_remodeling	0.172126461072211	0.142806791188732	-17.0337957922569	0.0384243004957732	0.0612659593456349	0.071294375225806	0.113464721446198	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_suggestive_p1e4	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_fibrosis_remodeling	fibrosis_remodeling	0.173421603305168	0.142276277031996	-17.9593116887324	0.0492445152631739	0.0789498123156749	0.071294375225806	0.113464721446198	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top100	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_fibrosis_remodeling	fibrosis_remodeling	0.169086129009649	0.142769785267762	-15.5638690743138	0.0538124781711585	0.0866136882785609	0.071294375225806	0.113464721446198	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top50	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_fibrosis_remodeling	fibrosis_remodeling	0.170412678077428	0.157944549869859	-7.31643229144242	0.0823578410385841	0.113464721446198	0.0823578410385841	0.113464721446198	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_Bonferroni	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_endothelial_proxy	endothelial_proxy	0.17423017748957	0.102640698517311	-41.0890237292817	0.0570355001806448	0.180317549028514	0.071294375225806	0.224129270047158	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_FDR05	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_endothelial_proxy	endothelial_proxy	0.172126461072211	0.111953588012471	-34.9585256589316	0.0384243004957732	0.119974945587643	0.071294375225806	0.224129270047158	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_suggestive_p1e4	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_endothelial_proxy	endothelial_proxy	0.173421603305168	0.10683339292499	-38.3967216950496	0.0492445152631739	0.154551369503313	0.071294375225806	0.224129270047158	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top100	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_endothelial_proxy	endothelial_proxy	0.169086129009649	0.102003889108202	-39.6734139543871	0.0538124781711585	0.169139767935379	0.071294375225806	0.224129270047158	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top50	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_endothelial_proxy	endothelial_proxy	0.170412678077428	0.110278043034273	-35.2876533140526	0.0823578410385841	0.224129270047158	0.0823578410385841	0.224129270047158	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_Bonferroni	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_immune_proxy	immune_proxy	0.17423017748957	0.145979629775101	-16.2144974662384	0.0570355001806448	0.126524896393296	0.071294375225806	0.158156120491619	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_FDR05	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_immune_proxy	immune_proxy	0.172126461072211	0.146880967346934	-14.6668290093327	0.0384243004957732	0.0902074945458801	0.071294375225806	0.158156120491619	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_suggestive_p1e4	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_immune_proxy	immune_proxy	0.173421603305168	0.147298585687029	-15.0633007193287	0.0492445152631739	0.109915680545546	0.071294375225806	0.158156120491619	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top100	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_immune_proxy	immune_proxy	0.169086129009649	0.141637555187837	-16.2334864382909	0.0538124781711585	0.121304296686664	0.071294375225806	0.158156120491619	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top50	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_immune_proxy	immune_proxy	0.170412678077428	0.134556278053946	-21.0409227928397	0.0823578410385841	0.185395041534973	0.0823578410385841	0.185395041534973	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_Bonferroni	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_mineralization_remodeling_proxy	mineralization_remodeling_proxy	0.17423017748957	0.087438943640467	-49.8141223866334	0.0570355001806448	0.345657442654386	0.071294375225806	0.432071803317982	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_FDR05	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_mineralization_remodeling_proxy	mineralization_remodeling_proxy	0.172126461072211	0.111887010986728	-34.9972047936378	0.0384243004957732	0.201335226728374	0.071294375225806	0.432071803317982	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_suggestive_p1e4	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_mineralization_remodeling_proxy	mineralization_remodeling_proxy	0.173421603305168	0.109661800279917	-36.7657787784684	0.0492445152631739	0.238886651548691	0.071294375225806	0.432071803317982	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top100	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_mineralization_remodeling_proxy	mineralization_remodeling_proxy	0.169086129009649	0.0862209538734918	-49.0076717833125	0.0538124781711585	0.33156243490355	0.071294375225806	0.432071803317982	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top50	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			single_mineralization_remodeling_proxy	mineralization_remodeling_proxy	0.170412678077428	0.0561604944704598	-67.044415295825	0.0823578410385841	0.552480086873494	0.0823578410385841	0.552480086873494	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_Bonferroni	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			compact_injury_KIM1_LCN2_like_plus_fibrosis_remodeling	injury_KIM1_LCN2_like;fibrosis_remodeling	0.17423017748957	0.0393477398687479	-77.4162315416895	0.0570355001806448	0.659906696905322	0.071294375225806	0.824883371131653	strongly_attenuated											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_FDR05	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			compact_injury_KIM1_LCN2_like_plus_fibrosis_remodeling	injury_KIM1_LCN2_like;fibrosis_remodeling	0.172126461072211	0.0553279887529721	-67.8561980486192	0.0384243004957732	0.484273323011726	0.071294375225806	0.824883371131653	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_suggestive_p1e4	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			compact_injury_KIM1_LCN2_like_plus_fibrosis_remodeling	injury_KIM1_LCN2_like;fibrosis_remodeling	0.173421603305168	0.0513425240946478	-70.3943896745661	0.0492445152631739	0.544285305681719	0.071294375225806	0.824883371131653	strongly_attenuated											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top100	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			compact_injury_KIM1_LCN2_like_plus_fibrosis_remodeling	injury_KIM1_LCN2_like;fibrosis_remodeling	0.169086129009649	0.0384826925033087	-77.2407750247138	0.0538124781711585	0.650513580801414	0.071294375225806	0.824883371131653	strongly_attenuated											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top50	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			compact_injury_KIM1_LCN2_like_plus_fibrosis_remodeling	injury_KIM1_LCN2_like;fibrosis_remodeling	0.170412678077428	0.0220373114922211	-87.0682676072913	0.0823578410385841	0.824965204151615	0.0823578410385841	0.824965204151615	strongly_attenuated											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_Bonferroni	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			compact_Loop_TAL_transport_proxy_plus_fibroblast_stromal_ECM	Loop_TAL_transport_proxy;fibroblast_stromal_ECM	0.17423017748957	0.145783902186462	-16.3268359781193	0.0570355001806448	0.014473168953886	0.071294375225806	0.0241219482564766	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_FDR05	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			compact_Loop_TAL_transport_proxy_plus_fibroblast_stromal_ECM	Loop_TAL_transport_proxy;fibroblast_stromal_ECM	0.172126461072211	0.136270843914916	-20.8309733052913	0.0384243004957732	0.0241368140048529	0.071294375225806	0.0280627023750972	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_suggestive_p1e4	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			compact_Loop_TAL_transport_proxy_plus_fibroblast_stromal_ECM	Loop_TAL_transport_proxy;fibroblast_stromal_ECM	0.173421603305168	0.135384169915079	-21.9335034765853	0.0492445152631739	0.0280627023750972	0.071294375225806	0.0280627023750972	attenuated_but_retained											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top100	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			compact_Loop_TAL_transport_proxy_plus_fibroblast_stromal_ECM	Loop_TAL_transport_proxy;fibroblast_stromal_ECM	0.169086129009649	0.141412929224141	-16.366333505647	0.0538124781711585	0.0130776719734862	0.071294375225806	0.0241219482564766	retained_after_adjustment											
tissue_state_adjusted_module_model	results/tables/phase5_step3_tissue_state_adjusted_module_models.tsv	MAGMA_top50	26	52								Sensitivity result: attenuation indicates tissue-state embedding/sensitivity, not disproof or independent-mechanism proof.	Patient fixed-effect proxy adjustment; no formal deconvolution.			compact_Loop_TAL_transport_proxy_plus_fibroblast_stromal_ECM	Loop_TAL_transport_proxy;fibroblast_stromal_ECM	0.170412678077428	0.162206983661465	-4.81519010706144	0.0823578410385841	0.0107018223303197	0.0823578410385841	0.0241219482564766	retained_after_adjustment											
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							7.04866655376607e-12			descriptive_noncausal_correlation	Across all included samples.	injury_KIM1_LCN2_like												sample_level	55	Spearman	0.768975468975469	2.2027082980519e-11						
